Id;Title;Artist;Year;Duo;Explicit;"Date Added";Styles;Languages
9778;"You Make Me Feel Brand New";"The Stylistics";1973;0;0;2012-01-09;Love,Oldies;English
5868;"Barbara Ann";"The Beach Boys";1965;0;0;2011-05-31;"Rock 'n Roll,Pop";English
15150;"Faire un pont (Country Roads)";"Dick Rivers";1975;0;0;2011-05-30;"Country,French pop";French
6515;"Like A Rolling Stone";"Bob Dylan";1965;0;0;2011-11-09;Rock;English
6532;"Soul To Squeeze";"Red Hot Chili Peppers";1993;0;0;2015-12-15;Rock,Alternative;English
49228;"Est-ce que tu m'aimes ?";Gims;2015;0;0;2016-02-25;"French pop,Rap";French
46915;"Another Brick In The Wall (part 1)";"Pink Floyd";1979;0;0;2016-08-20;"Rock,Alternative,TV & movie soundtrack";English
58431;"Cheek to Cheek";"Doris Day";1958;0;0;2019-06-25;Jazz;English
47584;"American Kids";"Kenny Chesney";2014;0;0;2014-09-29;Country;English
42060;"Runaround Sue";"The Overtones";2012;0;0;2012-12-14;"Pop,Oldies,Rock 'n Roll";English
60381;"Can't Stop Feeling Billie Jean's Face";Pomplamoose;2018;0;0;2020-02-07;Pop,Funk;English
55725;"For Evigt";Volbeat;2016;1;0;2018-07-28;Hard/Metal,Rock,Duet;English,Danish
29870;"Knockin' On Heaven's Door";"Eric Clapton";1975;0;0;2011-05-30;Rock,Reggae,Blues;English
44334;"A Little Party Never Killed Nobody (All We Got)";Fergie;2013;0;0;2014-01-21;"TV & movie soundtrack,Dance,Pop,Electro,Rap";English
22125;"(Where Do I Begin?) Love Story";"Andy Williams";1970;0;0;2011-05-30;"Love,Soft rock,TV & movie soundtrack";English
58143;"Buy My Own Drinks";"Runaway June";2018;0;0;2019-07-23;Country,Pop;English
10358;"Say You, Say Me";"Lionel Richie";1986;0;0;2007-05-04;Love,Pop;English
34681;"One Day At A Time";"Lena Martell";1977;0;0;2014-06-23;Country,Gospel,Christian;English
14446;"Jenny from the Block";"Jennifer Lopez";2002;0;0;2013-10-18;R&B,Rap,Pop;English
38732;"Santa Claus Is Coming To Town";"Michael Bublé";2011;0;0;2011-11-25;Christmas,Jazz;English
12882;"Surfin' USA";"The Beach Boys";1963;0;0;2011-05-31;Pop,Rock;English
15859;"She Thinks I Still Care";"George Jones";1962;0;0;2016-09-17;Country;English
30620;"Burning Love";"Lilo & Stitch";2002;0;0;2011-11-02;"TV & movie soundtrack,Country";English
54893;"My Own Prison";Creed;1997;0;0;2018-01-25;Rock,Alternative;English
23355;"Georgy Porgy";Toto;1978;0;0;2011-05-30;"Soft rock,Disco,Rock,Pop";English
40055;"I'm A Lonesome Fugitive";"Merle Haggard";1966;0;0;2013-07-01;Country;English
19205;Junge;"Die Ärzte";2007;0;0;2014-03-05;Rock,Punk/Grunge,Pop;German
53707;"Are the Good Times Really Over";"Merle Haggard";1982;0;0;2017-08-17;Country,Love;English
40116;"Satin Sheets";"Martina McBride";2005;0;0;2016-08-10;Country;English
31788;"Sharing The Night Together";"Dr. Hook & The Medicine Show";1978;0;0;2016-10-21;"Love,Soft rock";English
10623;"Little Bitty";"Alan Jackson";1996;0;0;2015-08-18;Country;English
21458;"Una storia importante";"Eros Ramazzotti";1985;0;0;2012-10-08;"Pop,Soft rock";Italian
51577;"Smoky Mountain Rain";"Ronnie Milsap";1980;0;0;2019-05-23;Country;English
39524;Stardust;"Nat King Cole";1955;0;0;2012-05-11;Oldies,Jazz;English
52881;"Blue Suede Shoes";"Cliff Richard";2016;1;0;2017-04-19;"Rock 'n Roll,Duet";English
6726;"What a Diff'rence a Day Makes!";"Dinah Washington";1959;0;0;2012-10-12;Pop;English
9654;Tubthumping;Chumbawamba;1997;0;0;2014-03-16;Pop,Electro,Alternative;English
44249;"Heard it All Before";"Sunshine Anderson";2001;0;0;2019-10-13;R&B;English
6871;"Just Like A Pill";Pink;2001;0;1;2007-05-04;Pop,Rock;English
27659;"Poor Little Fool";"Ricky Nelson";1958;0;0;2011-05-30;"Country,Rock 'n Roll";English
30005;"Tougher Than The Rest";"Bruce Springsteen";1987;0;0;2014-09-03;Rock;English
32025;"The Last Farewell";"Roger Whittaker";1971;0;0;2017-03-10;Pop,Love;English
11092;"If You Leave Me Now";"Chicago (band)";1976;0;0;2012-12-04;"Soft rock,Pop";English
32437;"Chanson des jumelles";"The Young Girls of Rochefort";1967;1;0;2014-12-08;"TV & movie soundtrack,Musical,Jazz,French pop,Duet";French
8183;"Le poinçonneur des Lilas";"Serge Gainsbourg";1958;0;0;2013-09-10;"French pop";French
24430;"En cloque";Renaud;1983;0;0;2011-06-03;"French pop";French
30221;Moonshadow;"Cat Stevens";1970;0;0;2011-05-31;Folk,Pop;English
30713;"Kiss You All Over";Exile;1978;0;1;2012-01-04;Pop,Rock;English
36561;L'apologie;Matmatah;1998;0;0;2016-02-25;"French pop";French
55037;"Leave a Light On";"Tom Walker";2017;0;0;2018-02-22;Pop;English
19509;"Aber Dich Gibt's Nur Einmal Für Mich";"Nilsen Brothers";1965;0;0;2014-03-31;Schlager,Oldies;German
60433;"So Beautiful";"Musiq Soulchild";2008;0;0;2020-02-01;R&B;English
20541;"The Man Who Can't Be Moved";"The Script";2008;0;0;2011-05-31;Pop,Rock;English
25827;"Joyful Joyful";"Sister Act";1993;0;0;2012-01-17;"TV & movie soundtrack,Gospel,Musical,Rap,Christian";English
25592;"Georgia On My Mind";"Michael Bublé";2009;0;0;2011-11-09;Jazz;English
24035;"You Don't Know Me";"Mickey Gilley";1980;0;0;2011-08-10;Country,Love;English
9921;"Bye Bye";"Jo Dee Messina";1998;0;0;2019-01-23;Country;English
6105;"I Got A Name";"Jim Croce";1973;0;0;2011-07-02;"Folk,Soft rock";English
13729;"Give It Up";"KC & The Sunshine Band";1983;0;0;2011-05-31;Pop,Disco;English
13872;"More Than A Feeling";Boston;1976;0;0;2011-05-31;Rock;English
56074;"In My Feelings";Drake;2018;0;1;2018-09-24;Rap;English
5782;"American Soldier";"Toby Keith";2003;0;0;2011-05-30;Country;English
6797;"(Now And Then There's) A Fool Such As I";"Elvis Presley";1952;0;0;2011-07-02;"Oldies,Rock 'n Roll";English
48667;"One Last Time";"Ariana Grande";2014;0;0;2015-04-23;Pop,Dance,Electro;English
46286;"Histoire éternelle";"Beauty and the Beast (1991 film)";1991;0;0;2015-03-20;"TV & movie soundtrack,Musical,French pop";French
7698;"Thank You";Dido;1998;0;0;2007-05-04;"Pop,TV & movie soundtrack";English
43394;Guantanamera;"Celia Cruz";1966;0;0;2015-03-16;"Latin,TV & movie soundtrack";Spanish
13171;"Dis-lui (Feelings)";"Mike Brant";1974;0;0;2013-04-24;"French pop";French
7177;Sunny;"Bobby Hebb";1966;0;0;2007-07-16;Soul;English
31010;"Different Drum";"Linda Ronstadt";1968;0;0;2011-05-30;Pop;English
11461;"Think Twice";"Céline Dion";1993;0;0;2012-10-12;"Soft rock";English
10701;"Time Marches On";"Tracy Lawrence";1996;0;0;2016-06-14;Country,Folk;English
6048;"Prop Me Up Beside the Jukebox (If I Die)";"Joe Diffie";1993;0;0;2012-12-22;Country;English
6302;"Ramblin' Man";"The Allman Brothers Band";1973;0;0;2011-05-30;Country,Rock,Blues;English
39833;"The Sky Is Crying";"Stevie Ray Vaughan";1991;0;0;2012-03-11;Blues,Rock;English
55077;"Midnight Train to Memphis";"Chris Stapleton";2017;0;0;2018-02-14;Country,Blues,Rock;English
6737;"My Special Angel";"Bobby Helms";1957;0;0;2011-05-31;Love,Pop,Oldies;English
25296;"So ein schöner Tag (Fliegerlied)";"Tim Toupet";2008;0;0;2015-02-11;Pop,Dance;German
7726;"Hemorrhage (In My Hands)";Fuel;2000;0;0;2014-06-23;Rock,Hard/Metal;English
5986;"Faut pas pleurer comme ça";"Daniel Guichard";1972;0;0;2012-02-08;"French pop";French
14961;"Breathe (2 A.M.)";"Anna Nalick";2004;0;0;2011-05-31;"Pop,Soft rock";English
17456;"Leader Of The Band";"Dan Fogelberg";1981;0;0;2011-10-26;Folk;English
20299;"Les amants d'un jour";"Edith Piaf";1956;0;0;2016-06-04;"French pop,Oldies";French
37414;"Show Me Love";"Robin S.";1990;0;0;2011-07-07;Dance;English
12129;"T'es OK";Ottawan;1980;1;0;2016-04-01;"Disco,French pop,Duet";French
6455;"I'm Every Woman";"Whitney Houston";1993;0;0;2012-02-20;"TV & movie soundtrack,Dance,Soul";English
13825;"Keep On Running";"The Spencer Davis Group";1965;0;0;2012-06-18;Rock,Pop;English
13090;"Diamonds Are Forever";"Shirley Bassey";1971;0;0;2011-05-31;"TV & movie soundtrack,Pop";English
12450;Sailing;"Christopher Cross";1980;0;0;2012-02-24;"Soft rock";English
59828;"What She Wants Tonight";"Luke Bryan";2019;0;0;2019-12-10;Country,Rock,Pop;English
8169;"Belle-Ile-en-Mer, Marie Galante";"Laurent Voulzy";1986;0;0;2014-09-23;"French pop";French
36902;Caruso;"Lucio Dalla";1986;0;0;2012-05-25;Pop;Italian
39758;"I'm Shipping Up To Boston";"Dropkick Murphys";2005;0;0;2013-03-23;Celtic,Punk/Grunge;English
30585;"That Man";"Caro Emerald";2010;0;0;2011-06-17;Jazz,Pop;English
58363;More;"Bobby Darin";1964;0;0;2019-06-20;Jazz;English
57993;"Kansas City";"Fats Domino";1965;0;0;2019-04-16;Blues;English
42496;"I've Been Everywhere";"Johnny Cash";1996;0;0;2013-01-27;"Country,Rock 'n Roll";English
59829;"For My Daughter";"Kane Brown";2019;0;0;2019-12-03;Country,Pop;English
35382;Hysteria;"Def Leppard";1987;0;0;2016-03-21;80s,Rock;English
5397;"Beatles Medley";"Take That";1994;0;0;2008-07-21;"Pop,Rock 'n Roll,Rock";English
25292;Forever;Drake;2009;0;0;2011-12-18;Rap;English
59502;Torn;"Ava Max";2019;0;0;2019-12-25;"Pop,Teen pop";English
15242;"My Next Broken Heart";"Brooks & Dunn";1991;0;0;2013-05-23;Country;English
21978;"Les marionnettes";Christophe;1965;0;0;2012-08-06;"French pop";French
21542;"Breaking The Law";"Judas Priest";1980;0;0;2014-01-26;Hard/Metal,Rock;English
32878;"Can't Help Falling in Love (duet)";"Andrea Bocelli";2006;1;0;2011-05-30;Duet,Pop,Love;English
15841;"Farewell Party";"Gene Watson";1979;0;0;2013-02-27;Country;English
52035;"I Just Can't Help Believin' (with the Royal Philharmonic Orchestra)";"Elvis Presley";2016;0;0;2017-01-11;Pop,Love;English
8887;"Hooked On A Feeling";"B. J. Thomas";1968;0;0;2011-05-31;Oldies,Rock;English
22504;"Schöner fremder mann";"Connie Francis";1961;0;0;2014-06-17;Schlager,Oldies;German
40827;"Mille après mille";"Isabelle Boulay";2011;0;0;2016-06-05;"French pop,Country";French
50795;"Your Cheatin' Heart";"Elvis Presley";1958;0;0;2016-03-23;Rock,Oldies;English
13735;"Groove Is in the Heart";Deee-Lite;1990;0;0;2012-01-23;Pop,Disco,Funk,Rap;English
14641;"With You";"Chris Brown";2007;0;0;2008-05-07;R&B;English
59895;"Lost in the Woods (end credits)";"Frozen 2";2019;0;0;2019-11-26;"TV & movie soundtrack,Pop,Rock";English
55006;"Viens on s'aime";Slimane;2017;0;0;2018-02-23;"French pop,Dance";French
30443;"California Gurls";"Katy Perry";2010;0;0;2011-05-31;Electro,Pop,Dance;English
5886;"A Thousand Miles From Nowhere";"Dwight Yoakam";1993;0;0;2014-04-30;Country;English
9532;"Am I That Easy To Forget";"Engelbert Humperdinck";1968;0;0;2014-10-14;Pop,Love,Oldies;English
56611;"Ta main";"Claudio Capéo";2018;0;0;2018-11-28;"French pop,Electro";French
52786;"Hold On Loosely";"38 Special";1981;0;0;2017-04-25;Rock;English
14100;"Car Wash";"Rose Royce";1976;0;0;2011-05-31;"Disco,Funk,TV & movie soundtrack";English
9490;"Pickup Man";"Joe Diffie";1994;0;0;2016-11-21;Country,Folk;English
26020;"A Sunday Kind Of Love";"Etta James";1961;0;0;2011-05-31;Jazz,Blues;English
24972;"All My Rowdy Friends (Have Settled Down)";"Hank Williams, Jr.";1981;0;0;2011-05-31;Country;English
12164;"I Can Hear the Bells";"Hairspray (2007 film)";2007;0;0;2008-07-23;"TV & movie soundtrack,Musical,Pop";English
31505;"La rue principale";"Les Colocs";1993;0;0;2016-06-07;"French pop";French
52792;"Get Back Up Again";Trolls;2016;0;0;2017-04-10;"Pop,TV & movie soundtrack";English
8644;"Le Freak";Chic;1978;0;0;2011-10-19;Disco,Funk;English
13271;"J'te mentirais";"Patrick Bruel";1999;0;0;2013-12-09;"French pop";French
32782;"Talking to the Moon";"Bruno Mars";2010;0;0;2011-05-30;Pop,Soul;English
43699;"Follow Your Arrow";"Kacey Musgraves";2013;0;0;2013-07-11;Country;English
13045;"Kissing a Fool";"George Michael";1987;0;0;2011-11-30;Love,Jazz;English
12541;"All By Myself";"Eric Carmen";1975;0;0;2012-06-13;"Soft rock";English
16879;"Hello Again";"Howard Carpendale";1988;0;0;2012-08-29;Schlager;German
31591;"Back On The Chain Gang";"The Pretenders";1982;0;0;2013-10-26;Rock;English
52622;Alone;"Alan Walker";2016;0;0;2017-03-24;Dance,Pop,Electro;English
49698;"All Of Me (Reggae Version)";"John Legend";2013;0;0;2015-09-15;Reggae,Pop;English
60138;"Fall On Me";"Christina Aguilera";2019;1;0;2020-01-10;Love,Pop,Duet;English
58445;Supercalifragilisticexpialidocious!;"Mary Poppins (musical)";2005;0;0;2019-07-18;Musical,Kids;English
52342;"You Don't Know How It Feels";"Tom Petty";1994;0;0;2017-10-23;Rock,Country,Pop;English
24051;"Fly Me To The Moon";"Diana Krall";2008;0;0;2011-05-30;Jazz,Love;English
6523;"Please Forgive Me";"Bryan Adams";1993;0;0;2007-05-05;"Soft rock";English
5667;Caravane;Raphaël;2005;0;0;2011-05-30;"French pop,Folk";French
39324;"Young, Wild & Free";"Wiz Khalifa";2011;0;1;2016-02-25;Rap,Pop;English
36237;"Mother Knows Best";Tangled;2010;0;0;2015-04-01;"TV & movie soundtrack,Musical,Kids";English
16718;"Anton Aus Tirol";"DJ Ötzi";2001;0;0;2012-08-08;Schlager,Dance;German
57371;"Daddy Sang Bass";"Johnny Cash";1968;0;0;2019-02-22;Country;English
9815;"I Swear";All-4-One;1994;0;0;2007-09-03;"Teen pop";English
16383;"Poor Side Of Town";"Johnny Rivers";1966;0;0;2016-08-31;"Soft rock,Love";English
58675;"Si une chanson";"Florent Pagny";2019;0;0;2019-10-25;"French pop";French
55141;"Für die iwigkeit";Räuber;2017;0;0;2018-03-01;Rock,Schlager;German
13557;"Sur un prélude de Bach";Maurane;1998;0;0;2012-02-08;"French pop,Classical";French
60413;"Uptown Funk";Pomplamoose;2015;0;0;2020-02-04;Funk,Pop;English
60326;"Dass es uns noch gibt";"Maite Kelly";2019;0;0;2020-01-30;Schlager;German
54902;"N'importe quoi";"Éric Lapointe";1994;0;0;2018-01-26;"Pop,Rock,French pop";French
19720;Du;"Peter Maffay";1970;0;0;2015-04-21;Schlager,Love;German
57867;"Love Me Like You Used To";"Tanya Tucker";1987;0;0;2019-07-15;Country,Love;English
8168;"T'as le look coco";Laroche-Valmont;1984;0;0;2014-12-23;"80s,French pop";French
9579;"Lady Marmalade";"Patti LaBelle";1974;0;0;2011-05-31;Funk,Soul,Rock;English
45471;"Pick Me Up On Your Way Down";"Merle Haggard";2007;1;0;2013-12-11;Country,Duet;English
9812;"Battle Of New Orleans";"Johnny Horton";1959;0;0;2011-11-25;Oldies;English
8181;"Aller plus haut";"Tina Arena";1999;0;0;2016-06-06;"French pop";French
32865;"Secret Agent Man";"Johnny Rivers";1966;0;0;2011-07-09;"Rock 'n Roll,Pop";English
13767;"Whatever You Want";"Status Quo";1979;0;0;2012-02-01;Rock;English
30015;"I'm Every Woman";"Chaka Khan";1978;0;0;2014-02-25;Disco,Funk,Soul;English
36129;"Only The Lonely";"The Motels";1982;0;0;2011-05-31;Pop;English
46714;Wobble;V.I.C.;2008;0;1;2014-10-04;Rap;English
18885;"Crazy Arms";"Ray Price";1956;0;0;2015-02-13;Country;English
24612;"Galway Girl";"Steve Earle";2008;0;0;2011-05-31;Folk,Celtic;English
35472;"Tough Lover";"Christina Aguilera";2010;0;0;2011-10-12;"Musical,TV & movie soundtrack,Rock 'n Roll,Oldies,Blues";English
55414;"Time for Me to Fly";"REO Speedwagon";1978;0;0;2018-05-09;"Soft rock,Love";English
7228;"All I Wanna Do Is Make Love To You";"Heart (band)";1990;0;0;2016-03-24;Pop,Rock;English
51326;"Into You";"Ariana Grande";2016;0;0;2016-08-10;Pop,Dance,Electro;English
56275;"Here I Go Again (Album Version)";Whitesnake;1982;0;0;2018-10-10;Hard/Metal,Rock;English
33999;"Words Don't Come Easy";"F. R. David";1982;0;0;2011-05-30;Pop,80s;English
53207;"I Was Wrong";"Chris Stapleton";2017;0;0;2017-05-31;Country,Blues;English
25718;"Laat me";"Ramses Shaffy";1978;0;0;2015-04-21;"Love,Soft rock";Dutch
49650;"Drunk On A Plane";"Dierks Bentley";2014;0;0;2016-04-05;Country;English
9663;"Tell Him";"Barbra Streisand";1997;1;0;2011-07-30;Pop,Duet;English
14830;"Landing In London";"3 Doors Down";2005;0;0;2012-08-20;Rock;English
30617;Margaritaville;"Alan Jackson";1999;0;0;2011-11-15;Country;English
17668;"Crying In The Chapel";"Elvis Presley";1960;0;0;2012-03-16;"Soft rock,Oldies";English
53242;"Bring It On Home to Me";"Martina McBride";2014;1;0;2017-06-22;Soul,Duet;English
45711;"R U Mine?";"Arctic Monkeys";2012;0;0;2015-03-25;Alternative,Rock,Punk/Grunge;English
31572;"Glad All Over";"The Dave Clark Five";1964;0;0;2011-09-22;Pop;English
13410;"Quand je vois tes yeux";"Dany Brillant";1996;0;0;2016-06-04;"French pop,Latin";French
29476;"Am I Losing You";"Jim Reeves";1960;0;0;2011-05-30;"Soft rock,Love";English
42524;"Ma direction";"Sexion d'Assaut";2012;0;0;2016-02-25;"Rap,French pop";French
38548;"The Conversation";"Hank Williams, Jr.";1983;1;0;2013-11-25;Country,Duet;English
9581;"This Will Be";"Natalie Cole";1975;0;0;2011-05-31;Funk,Soul;English
52662;"Beauty and the Beast";"Beauty and the Beast (2017 film)";2017;1;0;2017-04-21;"TV & movie soundtrack,Love,Pop,Duet";English
29254;"Seemann, deine Heimat ist das Meer";"Freddy Quinn";1960;0;0;2013-01-15;Schlager;German
21192;"Beautiful Noise";"Neil Diamond";1976;0;0;2014-07-05;"Soft rock";English
29663;"Too Much Love Will Kill You";Queen;1992;0;0;2011-11-09;"Soft rock,Pop";English
52637;"I've Always Been Crazy";"Waylon Jennings";1978;0;0;2017-09-27;Country;English
13080;"How Long";Eagles;2007;0;0;2008-03-21;Country,Rock;English
19213;"When The Rain Begins To Fall";"Jermaine Jackson";1984;1;0;2011-05-31;Duet,80s,Pop,Disco;English
50947;"If It Hadn't Been For Love";"The SteelDrivers";2007;0;0;2016-04-11;Country;English
25787;"Help Me Make It Through The Night";"Martina McBride";2006;0;0;2011-05-30;"Soft rock,Country";English
21751;"Quand j'aime une fois, j'aime pour toujours";"Francis Cabrel";1992;0;0;2016-06-04;"French pop";French
11296;"Hungry Heart";"Bruce Springsteen";1980;0;0;2013-07-15;Rock;English
33129;"(There'll Be Bluebirds Over) The White Cliffs Of Dover";"Vera Lynn";1942;0;0;2016-06-07;Oldies;English
36885;"If I Can't Love Her";"Beauty and the Beast (musical)";1994;0;0;2015-03-20;Musical;English
54878;"The Promise";"When in Rome";1988;0;0;2018-01-23;80s;English
19800;"Un, deux, trois";"Fredericks Goldman Jones";1990;1;0;2015-10-09;"French pop,Rock 'n Roll,Duet";French,English
13784;"The Whole Of The Moon";"The Waterboys";1985;0;0;2014-05-03;Rock;English
31842;Dégénérations;"Mes Aïeux";2007;0;0;2016-08-21;"French pop";French
39841;"Say You Love Me";"Fleetwood Mac";1976;0;0;2012-03-08;"Soft rock";English
57440;"Wenn ich träum in der Nacht, träum ich immer von dir";Räuber;2015;0;0;2019-03-10;Schlager,Dance;German
14723;"I'm No Stranger to the Rain";"Keith Whitley";1989;0;0;2018-01-17;Country,Folk;English
29105;"Send Me The Pillow That You Dream On";"Dean Martin";1964;0;0;2011-05-30;Oldies,Pop,Blues;English
51034;"Am I That Easy to Forget";"Jim Reeves";1962;0;0;2016-04-28;Pop,Country;English
39770;"Please Come Home For Christmas";Eagles;1978;0;0;2012-12-19;Christmas,Blues,Rock;English
21810;"Me & Mr Jones";"Amy Winehouse";2006;0;1;2011-08-30;Soul;English
12435;"Song 2";Blur;1996;0;0;2011-11-16;Rock,Alternative;English
6544;"Touch Me";"The Doors";1969;0;0;2011-07-16;Rock;English
45642;"Puttin' On The Ritz";"Robbie Williams";2013;0;0;2013-12-03;Jazz;English
34054;"Don't Change";INXS;1985;0;0;2012-01-11;"Rock,80s,TV & movie soundtrack";English
13439;"One Way Ticket";Eruption;1979;0;0;2014-04-29;Disco;English
55366;"In My Blood";"Shawn Mendes";2018;0;0;2018-04-26;Rock;English
37881;Blessings;"Laura Story";2011;0;0;2012-07-15;Christian,Pop;English
30004;"The Letter";"Joe Cocker";1970;0;0;2013-10-08;"Soft rock";English
36853;"Run The World (Girls)";Beyoncé;2011;0;0;2011-06-08;R&B,Pop;English
14742;"I'll Be Over You";Toto;1986;0;0;2008-04-24;Pop,Rock;English
49524;"Bring Him Home";"Josh Groban";2015;0;0;2016-10-28;Pop,Musical;English
21093;"Burning Down The House";"Talking Heads";1983;0;0;2011-06-22;80s,Rock;English
22528;Willenlos;"Marius Müller-Westernhagen";1994;0;0;2013-05-06;Pop,Rock;German
43874;"Help Me Make It Through The Night";"John Holt";1974;0;0;2013-07-01;Reggae,Pop;English
7666;"Rainy Night In Georgia";"Brook Benton";1970;0;0;2011-05-31;Soul;English
43602;"Ain't Misbehavin'";"Ain't Misbehavin'";1929;0;0;2013-06-07;"Jazz,Musical,TV & movie soundtrack";English
6410;"Sometimes Love Just Ain't Enough";"Don Henley";1992;1;0;2013-07-24;Love,Duet;English
13264;"C'est moi";"C. Jérôme";1974;0;0;2011-06-10;"French pop";French
51539;"Liever te dik in de kist";"Stef Ekkel";2016;0;0;2016-08-31;Schlager;Dutch
55548;Jolene;Pentatonix;2016;1;0;2018-06-08;Country,Pop,Duet;English
60336;"Everybody Wants to Rule the World";Pomplamoose;2019;0;0;2020-01-30;Pop;English
55489;"Hold My Girl";"George Ezra";2018;0;0;2018-05-14;Pop,Folk;English
40178;"Blue Moon Of Kentucky";"Dwight Yoakam";1988;0;0;2012-07-17;Country;English
36464;"Blue Moon";"Dean Martin";1964;0;0;2014-11-19;Oldies,Jazz;English
21772;"That Old Black Magic";"Frank Sinatra";1961;0;0;2011-05-30;Jazz,Oldies;English
26414;"Me And God";"Josh Turner";2007;0;0;2011-05-31;Country,Christian;English
60079;Tattoo;"Matthias Reim";2019;0;0;2019-12-23;Schlager,Dance;German
6902;"Hey! Baby";"Bruce Channel";1962;0;0;2011-05-30;"Rock 'n Roll";English
52553;Skin;"Rag'n'Bone Man";2017;0;0;2017-03-07;Pop,Soul,Blues;English
35679;"D.I.S.C.O (version française)";Ottawan;1979;0;0;2016-02-25;Disco,Pop;French
29339;Shout;Lulu;1964;0;0;2011-05-30;"Rock 'n Roll,TV & movie soundtrack";English
45051;"Gente di mare";"Umberto Tozzi";1987;0;0;2013-10-26;Pop,Soul,Gospel;Italian
11986;Céline;"Hugues Aufray";1966;0;0;2016-06-04;"French pop";French
48836;"Maman (Radio Edit)";Louane;2015;0;0;2015-06-08;"French pop,Electro";French
55376;"High Horse";"Kacey Musgraves";2018;0;0;2018-04-24;Country,Alternative;English
50780;"Dream Lover";"Tanya Tucker";1980;1;0;2016-03-14;Pop,Country,Duet;English
36244;"Just The Way You Are (Acoustic)";"Bruno Mars";2011;0;0;2011-06-28;Soul,Pop,Folk;English
30165;"Can't Get Enough";"Bad Company";1973;0;0;2011-06-14;Rock,Pop;English
59727;Orphans;Coldplay;2019;0;0;2019-11-21;Pop;English
25641;"Love Is All";"Roger Glover and The Butterfly Ball";1974;0;0;2011-05-30;"Pop,TV & movie soundtrack";English
43557;"I Can See Clearly Now";"Lee Towers";1982;0;0;2013-06-03;Pop;English
50730;Parachute;"Chris Stapleton";2016;0;0;2016-03-08;Country,Rock;English
6895;"Blue Moon";"The Marcels";1961;0;0;2011-05-30;"Oldies,Rock 'n Roll";English
12612;"Il tape sur des bambous";"Philippe Lavil";1982;0;0;2016-06-04;"French pop,Zouk/Creole";French
12750;"Big In Japan";Alphaville;1984;0;0;2011-05-31;80s;English
60300;"Vivre dans la nuit";Nuance;1986;0;0;2020-01-31;Rock,Pop;French
10033;"Six Days On The Road";"Sawyer Brown";1997;0;0;2011-05-31;Country;English
8180;"Je suis venu te dire que je m'en vais";"Serge Gainsbourg";1974;0;0;2013-10-08;"French pop";French
56147;"Don't Watch Me Cry";"Jorja Smith";2018;0;0;2018-09-27;Love,R&B;English
7349;"Heartbreak Hotel / Hound Dog / All Shook Up";"Elvis Presley";1968;0;0;2007-05-04;"Rock 'n Roll,Rock";English
55225;"Up Down";"Morgan Wallen";2018;0;0;2018-03-30;Rock,Country;English
42287;"Honky Tonk Man";"Dwight Yoakam";1986;0;0;2013-01-17;Country;English
15871;"Give It Away";"George Strait";2006;0;0;2013-04-20;Country;English
21429;"Bésame mucho";Dalida;1976;0;0;2011-08-28;Latin;French,Spanish
9500;"Third Rate Romance";"Sammy Kershaw";1994;0;0;2018-11-05;Country;English
37894;"Four Strong Winds";"Neil Young";1978;0;0;2011-10-25;Folk;English
50869;"More (Theme From Mondo Cane)";"Frank Sinatra";1964;0;0;2019-01-30;Pop,Jazz,Love;English
12624;"Félicie aussi";Fernandel;1939;0;0;2011-05-31;"Humour,Oldies,French pop";French
15142;"(Don't Fear) The Reaper";"Blue Öyster Cult";1976;0;0;2011-11-28;Rock,Pop;English
34249;"Everything I Own";"Boy George";1987;0;0;2014-05-13;Reggae;English
28608;"Motown Medley (part 1)";"De Toppers";2005;0;0;2011-05-31;Pop,Soul;English
16941;"My Man";"Barbra Streisand";1965;0;0;2017-09-19;Jazz,Pop,Oldies;English
58584;"Colors Of The Wind";"We Love Disney";2015;0;0;2019-07-16;"TV & movie soundtrack,Kids";English
7257;"Eighteen Wheels And A Dozen Roses";"Kathy Mattea";1987;0;0;2014-06-23;Country;English
21726;Vesoul;"Jacques Brel";1968;0;0;2013-02-13;"French pop,Musette";French
59580;"We Back";"Jason Aldean";2019;0;0;2019-11-20;Country,Rock;English
8254;"I'm Gonna Miss Her";"Brad Paisley";2001;0;0;2011-08-05;Country;English
30764;"In Too Deep";"Sum 41";2001;0;0;2011-05-31;Rock,Alternative;English
22199;"Bust Your Windows";"Jazmine Sullivan";2008;0;0;2011-05-30;R&B,Soul;English
57152;"Devuélveme a mi chica";"Hombres G";1985;0;0;2019-01-21;Rock,Pop,Ska;Spanish
37146;"Symphony Of Destruction";Megadeth;1992;0;1;2011-08-06;Hard/Metal;English
12953;"Tears Dry On Their Own";"Amy Winehouse";2006;0;0;2007-10-18;Soul,R&B;English
14140;"Kids In America";"Kim Wilde";1981;0;0;2011-05-31;80s,Pop;English
58015;"Brand New Man (with Luke Combs)";"Brooks & Dunn";2019;0;0;2019-05-17;Country,Rock;English
48532;"I Will Survive (Remix)";"Gloria Gaynor";1990;0;0;2015-04-16;Dance,Disco;English
20140;"Get It On";"T. Rex";1971;0;0;2011-05-30;Rock;English
15963;"Just The Two Of Us";"Grover Washington Jr.";1981;0;0;2012-10-27;Soul,Funk,Pop;English
14213;"La chanson des vieux amants";"Jacques Brel";1967;0;0;2013-02-13;"French pop";French
35487;"Nothin' But A Good Time";Poison;1985;0;0;2011-12-28;Hard/Metal,Rock;English
